Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,No,Travel_Rarely,Research & Development,3,5,Life Sciences,1,144,2,Male,66,3,3,Research Scientist,2,Married,4767,2479,3,Y,No,22,3,2,80,1,7,2,4,3,3,2,3
49,No,Travel_Rarely,Research & Development,18,1,Life Sciences,1,145,4,Female,87,3,3,Manufacturing Director,4,Single,6722,13820,4,Y,No,15,3,4,80,2,27,4,3,25,23,2,1
24,No,Travel_Frequently,Research & Development,11,3,Medical,1,146,4,Male,46,3,2,Laboratory Technician,3,Single,4570,5708,1,Y,No,15,3,4,80,0,12,4,2,8,1,0,1
39,No,Travel_Rarely,Research & Development,26,3,Medical,1,147,2,Male,71,3,2,Healthcare Representative,4,Married,6483,6865,4,Y,No,20,3,3,80,0,8,5,3,7,2,0,3
45,No,Non-Travel,Research & Development,6,3,Marketing,1,148,3,Male,61,3,3,Manufacturing Director,4,Divorced,4872,9374,5,Y,Yes,17,3,1,80,1,9,5,3,9,6,3,0
19,No,Travel_Rarely,Research & Development,27,3,Medical,1,149,1,Male,91,3,2,Healthcare Representative,3,Single,4649,20374,6,Y,No,17,3,2,80,1,25,3,2,21,11,4,1
59,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,150,3,Female,50,3,3,Laboratory Technician,1,Divorced,5004,25486,4,Y,No,19,3,2,80,1,19,3,3,16,9,0,1
23,No,Travel_Rarely,Sales,22,4,Life Sciences,1,151,1,Male,62,3,3,Sales Executive,1,Married,19999,5611,1,Y,No,18,3,3,80,0,10,3,3,9,3,0,1
45,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,152,4,Male,96,3,1,Laboratory Technician,2,Married,7954,2904,0,Y,No,13,3,2,80,0,12,2,3,9,2,2,4
45,No,Travel_Rarely,Research & Development,17,2,Technical Degree,1,153,4,Female,35,2,1,Research Scientist,4,Divorced,19999,19360,2,Y,No,12,3,4,80,1,4,2,3,1,1,0,1
37,No,Travel_Rarely,Research & Development,14,3,Marketing,1,154,2,Male,95,2,2,Research Scientist,3,Married,4890,16942,2,Y,Yes,11,3,1,80,1,2,2,3,0,0,0,0
47,No,Non-Travel,Research & Development,6,2,Life Sciences,1,155,2,Female,61,3,1,Healthcare Representative,2,Divorced,4082,5888,0,Y,No,25,3,3,80,0,5,2,3,5,5,0,5
28,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,156,4,Female,93,3,3,Laboratory Technician,3,Married,2579,7401,3,Y,No,20,3,3,80,0,3,4,3,0,0,0,0
45,No,Travel_Rarely,Research & Development,16,3,Human Resources,1,157,2,Female,55,4,3,Laboratory Technician,3,Married,12860,10215,2,Y,No,16,3,3,80,2,5,6,3,4,3,0,4
42,No,Travel_Rarely,Sales,18,3,Medical,1,158,4,Male,91,3,4,Sales Representative,3,Married,2855,11502,3,Y,Yes,23,3,3,80,3,1,4,2,1,1,1,1
56,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,159,3,Female,34,3,3,Healthcare Representative,1,Married,14555,7323,4,Y,No,23,3,3,80,0,3,2,3,2,1,0,0
50,No,Travel_Rarely,Research & Development,20,4,Life Sciences,1,160,2,Male,40,3,1,Healthcare Representative,4,Married,2671,5049,1,Y,No,14,3,4,80,0,13,0,3,10,3,3,0
18,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,161,4,Female,78,3,1,Research Scientist,3,Single,8366,18439,2,Y,No,13,4,4,80,0,19,4,3,19,4,4,1
44,No,Travel_Rarely,Sales,19,3,Technical Degree,1,162,3,Male,91,2,3,Sales Representative,1,Single,1892,5047,2,Y,No,21,4,1,80,0,4,2,3,0,0,0,0
30,No,Travel_Rarely,Sales,3,1,Marketing,1,163,4,Male,89,3,1,Sales Executive,4,Married,3769,22048,1,Y,No,21,3,1,80,0,8,4,3,5,3,3,5
58,No,Travel_Rarely,Research & Development,12,3,Marketing,1,164,4,Female,31,2,3,Healthcare Representative,1,Married,4980,7836,5,Y,No,12,3,4,80,0,17,4,2,14,13,2,14
20,No,Travel_Rarely,Research & Development,16,3,Medical,1,165,2,Male,88,3,3,Laboratory Technician,4,Divorced,3434,7278,4,Y,Yes,12,4,3,80,1,2,3,3,0,0,0,0
56,No,Travel_Rarely,Research & Development,3,3,Medical,1,166,1,Female,54,3,2,Laboratory Technician,4,Married,4439,19566,3,Y,No,21,3,4,80,1,13,2,2,12,1,0,5
23,No,Travel_Rarely,Human Resources,16,4,Marketing,1,167,4,Female,97,4,2,Human Resources,4,Married,4452,2410,2,Y,No,14,3,3,80,1,7,1,4,3,1,0,3
25,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,168,4,Male,71,3,2,Healthcare Representative,4,Single,7975,14104,3,Y,No,11,3,2,80,1,2,2,3,2,1,0,2
44,Yes,Travel_Rarely,Research & Development,25,3,Life Sciences,1,169,1,Male,84,2,4,Healthcare Representative,2,Divorced,1405,8332,2,Y,No,16,3,3,80,0,29,3,3,26,8,1,11
26,No,Travel_Rarely,Sales,20,3,Other,1,170,4,Male,67,4,1,Sales Executive,4,Married,3506,14840,3,Y,Yes,20,3,3,80,0,4,6,3,1,1,1,1
54,No,Travel_Rarely,Sales,13,3,Life Sciences,1,171,3,Female,72,4,5,Sales Executive,3,Divorced,10433,16114,4,Y,Yes,21,3,3,80,2,12,1,3,8,5,1,0
50,No,Travel_Rarely,Research & Development,4,3,Medical,1,172,2,Male,99,2,3,Research Scientist,4,Divorced,6887,26448,2,Y,No,15,3,4,80,1,15,2,2,12,9,1,0
59,No,Travel_Rarely,Research & Development,4,2,Marketing,1,173,4,Male,82,2,5,Laboratory Technician,4,Single,10538,2488,3,Y,No,20,3,3,80,0,1,3,4,0,0,0,0
41,No,Travel_Rarely,Research & Development,7,2,Human Resources,1,174,2,Female,50,3,1,Healthcare Representative,4,Married,7748,7409,1,Y,No,19,3,2,80,0,7,2,3,7,5,0,1
32,No,Travel_Rarely,Research & Development,21,2,Medical,1,175,4,Female,49,3,1,Laboratory Technician,4,Divorced,2565,11859,2,Y,No,12,3,4,80,2,25,4,3,21,3,3,9
49,No,Travel_Rarely,Sales,12,3,Medical,1,176,2,Female,48,3,4,Sales Executive,2,Single,7306,19540,2,Y,No,19,3,3,80,0,4,1,3,0,0,0,0
49,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,177,3,Female,62,2,4,Human Resources,4,Married,5219,20901,0,Y,No,19,4,3,80,0,17,6,3,15,14,0,4
41,No,Travel_Frequently,Human Resources,16,3,Technical Degree,1,178,2,Male,92,3,2,Human Resources,3,Divorced,19164,23029,6,Y,No,20,3,3,80,2,6,5,4,6,2,2,0
58,No,Travel_Rarely,Research & Development,7,2,Marketing,1,179,3,Male,97,3,3,Research Scientist,4,Single,7952,6465,2,Y,No,19,3,3,80,1,10,5,2,6,6,1,2
29,No,Travel_Rarely,Sales,19,4,Medical,1,180,3,Male,89,2,4,Sales Representative,3,Divorced,6727,24152,3,Y,No,20,3,3,80,1,9,2,3,6,4,1,2
56,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,181,2,Female,48,3,1,Research Scientist,2,Divorced,7344,5675,3,Y,No,20,3,3,80,0,2,2,3,2,2,1,2
19,No,Travel_Rarely,Research & Development,1,4,Medical,1,182,3,Female,57,3,2,Healthcare Representative,2,Married,6511,15643,1,Y,Yes,14,3,4,80,1,20,4,3,19,15,2,1
20,No,Non-Travel,Research & Development,9,3,Other,1,183,3,Female,51,4,4,Laboratory Technician,3,Single,6406,8642,1,Y,No,15,3,2,80,1,24,4,3,20,1,0,15
54,No,Travel_Rarely,Research & Development,5,4,Other,1,184,1,Female,80,3,2,Manufacturing Director,4,Married,4189,6352,1,Y,No,18,4,3,80,1,7,3,2,6,2,2,4
34,Yes,Travel_Frequently,Sales,26,1,Life Sciences,1,185,4,Male,92,3,2,Sales Executive,2,Single,6776,11928,1,Y,No,24,3,3,80,1,14,2,2,10,5,5,4
19,No,Travel_Frequently,Sales,17,1,Medical,1,186,2,Male,91,2,3,Sales Executive,3,Divorced,8682,23373,1,Y,No,18,3,1,80,3,9,2,2,6,2,1,6
19,No,Travel_Rarely,Sales,27,1,Medical,1,187,3,Male,58,1,2,Sales Executive,2,Divorced,9285,9041,7,Y,No,11,3,4,80,0,6,6,4,4,3,2,4
45,No,Travel_Frequently,Research & Development,1,4,Human Resources,1,188,3,Male,61,2,1,Laboratory Technician,4,Married,8634,26262,5,Y,No,20,3,3,80,0,10,1,2,7,1,1,0
40,No,Travel_Rarely,Research & Development,17,1,Marketing,1,189,3,Female,54,2,5,Laboratory Technician,3,Married,12147,9330,3,Y,Yes,11,3,1,80,0,6,0,3,5,5,0,5
54,Yes,Travel_Rarely,Research & Development,12,3,Medical,1,190,1,Male,45,3,3,Research Scientist,1,Single,9640,7322,3,Y,No,20,3,3,80,1,6,0,3,6,2,2,0
49,No,Travel_Rarely,Sales,25,3,Life Sciences,1,191,2,Female,44,3,4,Sales Executive,1,Married,7166,14561,2,Y,No,16,4,2,80,1,11,4,3,10,5,2,2
50,No,Travel_Rarely,Research & Development,13,3,Medical,1,192,3,Female,88,1,4,Research Scientist,1,Married,2474,3636,2,Y,No,17,4,4,80,1,6,0,3,4,4,1,0
18,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,193,4,Male,77,3,1,Research Scientist,3,Divorced,2475,4993,1,Y,No,12,3,3,80,0,4,3,2,0,0,0,0
36,Yes,Travel_Rarely,Sales,11,2,Technical Degree,1,194,4,Male,47,2,1,Sales Representative,1,Married,4234,3572,3,Y,Yes,12,3,2,80,2,5,2,2,1,1,1,1
19,No,Travel_Frequently,Research & Development,13,3,Marketing,1,195,3,Male,52,4,2,Laboratory Technician,1,Divorced,5054,11717,2,Y,No,15,3,4,80,0,5,1,3,4,1,0,3
43,No,Travel_Rarely,Sales,13,4,Medical,1,196,1,Male,84,3,2,Sales Representative,4,Married,11370,16066,0,Y,No,19,3,2,80,0,9,4,2,9,8,3,4
49,No,Travel_Rarely,Sales,6,1,Medical,1,197,2,Female,71,3,3,Sales Representative,4,Married,1009,23488,3,Y,No,15,3,3,80,1,10,0,3,6,6,1,3
23,No,Travel_Rarely,Sales,26,3,Other,1,198,2,Male,32,3,3,Sales Representative,3,Married,2644,13350,3,Y,No,18,3,4,80,0,11,2,3,7,5,3,1
49,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,199,1,Female,81,3,2,Laboratory Technician,4,Divorced,4374,22529,1,Y,No,18,3,3,80,1,6,3,3,4,2,0,4
21,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,200,2,Female,40,3,1,Laboratory Technician,1,Married,2702,22054,2,Y,Yes,15,4,4,80,0,8,2,2,6,5,1,3
28,No,Travel_Rarely,Research & Development,20,4,Other,1,201,2,Male,84,4,2,Manufacturing Director,3,Married,3044,26313,4,Y,No,18,3,4,80,0,2,2,4,2,1,1,2
34,No,Travel_Rarely,Research & Development,21,3,Technical Degree,1,202,2,Female,54,3,2,Healthcare Representative,3,Single,3642,26573,2,Y,No,25,3,4,80,0,8,5,3,4,1,1,4
55,Yes,Travel_Rarely,Research & Development,10,3,Technical Degree,1,203,1,Female,70,3,2,Research Scientist,3,Single,2786,25131,1,Y,Yes,18,3,3,80,0,12,5,3,9,5,4,1
41,No,Travel_Rarely,Research & Development,19,1,Life Sciences,1,204,1,Female,66,3,1,Manufacturing Director,3,Married,3091,20770,4,Y,Yes,25,3,3,80,0,15,2,3,14,7,3,3
22,No,Travel_Frequently,Sales,3,2,Life Sciences,1,205,1,Male,84,3,3,Sales Executive,3,Single,11136,23357,2,Y,Yes,15,3,4,80,0,7,2,3,3,2,0,3
51,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,206,2,Male,38,3,1,Healthcare Representative,3,Single,7105,25683,2,Y,Yes,15,3,4,80,1,1,2,3,0,0,0,0
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,207,3,Male,65,3,2,Healthcare Representative,4,Married,7772,3232,4,Y,No,14,3,4,80,0,5,4,4,1,1,0,1
39,No,Travel_Rarely,Sales,5,4,Marketing,1,208,3,Male,86,1,3,Sales Representative,1,Single,4815,21023,0,Y,No,11,3,4,80,1,2,3,4,0,0,0,0
28,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,209,1,Female,92,3,1,Laboratory Technician,1,Divorced,9015,11646,1,Y,No,19,3,4,80,1,7,1,3,7,1,0,1
33,No,Travel_Rarely,Research & Development,5,3,Marketing,1,210,2,Female,49,4,2,Manufacturing Director,1,Married,8173,16888,1,Y,No,12,3,1,80,1,5,4,2,2,2,2,2
50,Yes,Travel_Rarely,Sales,12,3,Life Sciences,1,211,2,Female,76,3,2,Sales Representative,2,Married,7038,5284,3,Y,No,11,3,2,80,2,7,3,3,5,3,0,3
26,No,Travel_Rarely,Human Resources,4,3,Life Sciences,1,212,2,Male,49,3,1,Human Resources,3,Single,3319,26725,3,Y,No,16,3,1,80,0,4,2,3,4,4,0,4
23,No,Travel_Rarely,Sales,19,5,Human Resources,1,213,1,Male,35,2,1,Sales Executive,1,Married,3769,22997,6,Y,No,15,3,2,80,0,2,2,2,0,0,0,0
33,No,Non-Travel,Human Resources,28,2,Life Sciences,1,214,3,Female,58,3,5,Human Resources,4,Married,9273,13477,2,Y,No,21,3,2,80,1,4,1,2,3,1,1,3
46,No,Non-Travel,Sales,18,3,Life Sciences,1,215,3,Male,78,2,2,Sales Representative,2,Divorced,3604,14431,4,Y,No,25,3,1,80,1,5,5,2,1,1,1,1
20,No,Travel_Rarely,Sales,3,3,Life Sciences,1,216,2,Male,35,3,5,Sales Representative,1,Married,2268,13722,1,Y,No,11,3,2,80,0,5,4,1,3,3,1,3
37,No,Travel_Rarely,Sales,7,1,Life Sciences,1,217,1,Male,68,3,2,Sales Executive,3,Single,3563,12245,2,Y,No,17,3,4,80,1,1,1,3,1,1,1,1
53,No,Travel_Frequently,Research & Development,8,3,Medical,1,218,4,Male,61,4,2,Manufacturing Director,1,Married,12527,12415,2,Y,Yes,17,4,2,80,1,16,3,4,12,2,0,1
36,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,219,2,Female,78,2,2,Manufacturing Director,3,Single,3565,7071,1,Y,No,13,3,2,80,1,2,3,3,1,1,0,1
43,No,Travel_Rarely,Sales,21,1,Marketing,1,220,2,Male,72,3,2,Sales Representative,4,Divorced,5982,25182,3,Y,No,18,3,4,80,1,23,2,3,22,17,0,8
20,Yes,Travel_Rarely,Sales,27,1,Technical Degree,1,221,4,Female,57,1,1,Sales Representative,2,Divorced,3396,8285,8,Y,No,25,3,4,80,0,6,2,4,3,1,1,1
36,No,Travel_Frequently,Research & Development,17,2,Medical,1,222,4,Female,74,3,2,Research Scientist,1,Married,7770,7859,3,Y,No,16,3,2,80,0,17,3,2,13,1,1,4
37,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,223,3,Male,94,2,2,Healthcare Representative,2,Married,6782,26907,4,Y,No,14,3,2,80,0,7,2,3,6,5,0,5
49,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,224,3,Female,79,4,1,Research Scientist,1,Divorced,2008,5133,2,Y,No,20,3,2,80,0,11,2,3,9,5,3,2
24,No,Travel_Rarely,Sales,16,3,Life Sciences,1,225,2,Male,83,3,1,Sales Representative,1,Married,5772,17835,2,Y,No,20,3,3,80,2,11,1,3,10,5,5,7
58,No,Travel_Rarely,Research & Development,26,3,Medical,1,226,1,Female,80,3,2,Manufacturing Director,2,Married,1790,22461,2,Y,No,20,3,1,80,0,5,2,3,4,2,0,4
50,No,Travel_Rarely,Research & Development,13,4,Marketing,1,227,3,Male,72,2,2,Research Scientist,2,Divorced,3524,18110,2,Y,No,22,3,3,80,0,6,3,3,5,1,0,4
57,No,Travel_Rarely,Human Resources,29,4,Life Sciences,1,228,1,Female,93,3,3,Human Resources,3,Married,4881,18664,5,Y,No,23,4,4,80,0,8,1,2,5,5,3,0
56,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,229,3,Male,59,2,4,Laboratory Technician,3,Married,14885,17573,2,Y,No,25,3,3,80,1,6,3,3,6,5,0,2
35,No,Travel_Frequently,Sales,4,4,Other,1,230,4,Female,71,2,2,Sales Executive,3,Divorced,5947,5522,5,Y,Yes,13,3,3,80,1,1,2,3,0,0,0,0
57,No,Non-Travel,Sales,12,3,Technical Degree,1,231,4,Female,67,3,1,Sales Representative,1,Married,3101,9852,3,Y,No,11,3,2,80,1,3,3,3,3,2,1,3
18,Yes,Travel_Rarely,Research & Development,17,3,Life Sciences,1,232,2,Male,95,3,2,Healthcare Representative,1,Married,4062,25232,3,Y,Yes,23,3,3,80,2,10,2,3,6,1,1,3
28,No,Travel_Frequently,Research & Development,26,4,Medical,1,233,3,Female,98,2,4,Manufacturing Director,4,Single,8557,5482,4,Y,No,12,3,3,80,0,6,3,2,6,3,2,0
45,No,Travel_Rarely,Research & Development,9,4,Other,1,234,3,Male,44,3,1,Research Scientist,3,Married,3127,23547,5,Y,No,12,3,3,80,0,15,3,3,11,8,0,1
42,No,Travel_Rarely,Research & Development,12,1,Life Sciences,1,235,4,Male,90,3,3,Laboratory Technician,4,Single,9491,21412,2,Y,Yes,25,3,4,80,1,10,3,2,7,5,0,2
40,No,Travel_Rarely,Research & Development,26,1,Technical Degree,1,236,2,Female,35,4,2,Healthcare Representative,2,Married,3590,22849,1,Y,Yes,23,3,1,80,1,37,4,3,33,6,0,5
48,Yes,Travel_Frequently,Research & Development,15,4,Life Sciences,1,237,1,Female,53,3,1,Manufacturing Director,3,Married,2837,15206,2,Y,No,21,3,4,80,0,6,1,4,2,2,0,2
47,No,Non-Travel,Research & Development,20,2,Life Sciences,1,238,2,Male,43,3,2,Manufacturing Director,3,Divorced,3660,17395,2,Y,No,15,3,4,80,0,5,6,3,3,2,1,2
59,No,Travel_Rarely,Sales,2,4,Marketing,1,239,2,Male,41,3,1,Sales Executive,2,Married,1863,17925,2,Y,Yes,14,3,1,80,1,6,4,1,3,1,1,0
52,No,Travel_Frequently,Sales,29,3,Marketing,1,240,2,Female,84,3,4,Sales Representative,3,Divorced,1334,9028,3,Y,No,12,3,2,80,0,5,3,3,4,2,0,1
24,Yes,Non-Travel,Research & Development,9,2,Technical Degree,1,241,4,Female,97,2,2,Healthcare Representative,3,Married,4677,24465,1,Y,Yes,21,3,2,80,1,15,5,3,12,1,0,1
33,No,Travel_Rarely,Sales,14,1,Other,1,242,3,Male,73,3,2,Sales Representative,2,Divorced,4720,8953,2,Y,No,25,3,3,80,1,3,2,3,1,1,0,1
43,No,Travel_Frequently,Sales,4,2,Life Sciences,1,243,2,Male,80,3,3,Sales Executive,2,Married,5732,22447,2,Y,No,19,3,1,80,0,14,0,2,10,10,0,0
19,No,Travel_Rarely,Sales,4,2,Life Sciences,1,244,3,Female,67,4,3,Sales Executive,4,Married,4663,18125,2,Y,No,17,3,2,80,1,6,4,3,3,2,2,2
18,No,Travel_Rarely,Sales,27,3,Other,1,245,1,Female,70,4,2,Sales Representative,4,Single,19881,13535,1,Y,No,18,4,4,80,0,8,5,3,6,4,0,4
29,No,Travel_Frequently,Sales,6,4,Life Sciences,1,246,4,Female,73,3,1,Sales Representative,2,Married,5437,4845,2,Y,No,18,3,1,80,0,8,2,2,7,6,0,7
22,No,Travel_Rarely,Research & Development,24,5,Marketing,1,247,4,Male,45,3,2,Research Scientist,2,Married,2151,10267,5,Y,No,12,3,3,80,1,7,3,3,3,3,0,3
54,No,Travel_Rarely,Research & Development,5,3,Medical,1,248,4,Female,79,2,1,Laboratory Technician,1,Married,2510,20053,3,Y,Yes,25,3,4,80,0,8,4,3,5,2,1,5
49,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,249,4,Female,67,2,3,Manufacturing Director,3,Divorced,4915,8597,3,Y,Yes,15,3,4,80,1,6,5,3,3,2,2,3
26,No,Non-Travel,Research & Development,24,3,Life Sciences,1,250,2,Male,34,3,1,Research Scientist,2,Divorced,3784,19737,6,Y,Yes,13,3,2,80,0,4,2,4,0,0,0,0
58,No,Travel_Rarely,Human Resources,17,3,Medical,1,251,1,Male,38,3,2,Human Resources,4,Divorced,2351,19534,2,Y,No,20,3,2,80,0,7,1,3,4,2,1,4
52,Yes,Non-Travel,Sales,13,3,Technical Degree,1,252,3,Female,68,3,1,Sales Executive,2,Married,4744,24138,6,Y,Yes,19,4,4,80,0,4,2,3,0,0,0,0
36,No,Travel_Rarely,Research & Development,20,1,Marketing,1,253,4,Male,56,3,5,Laboratory Technician,3,Divorced,4786,8337,2,Y,No,19,3,4,80,2,5,3,2,3,1,1,3
33,No,Non-Travel,Sales,17,1,Medical,1,254,2,Female,61,3,2,Sales Representative,3,Divorced,12802,8894,3,Y,No,16,4,4,80,0,10,5,4,6,6,2,2
20,No,Travel_Rarely,Research & Development,19,1,Medical,1,255,1,Female,93,4,2,Manufacturing Director,4,Single,2836,18807,1,Y,No,23,3,1,80,0,7,3,4,6,2,2,2
37,No,Travel_Rarely,Research & Development,27,1,Life Sciences,1,256,4,Female,62,2,4,Research Scientist,3,Married,3825,15470,2,Y,No,14,3,4,80,1,11,5,4,7,7,1,2
41,No,Travel_Frequently,Research & Development,23,4,Life Sciences,1,257,1,Female,47,3,2,Healthcare Representative,3,Single,12779,20647,1,Y,No,18,3,3,80,1,3,4,3,0,0,0,0
50,No,Travel_Rarely,Research & Development,1,2,Medical,1,258,2,Male,96,3,5,Research Scientist,4,Single,5985,11864,3,Y,No,15,3,4,80,0,11,3,3,7,1,1,5
41,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,259,3,Male,34,2,1,Laboratory Technician,1,Single,2826,5100,4,Y,No,13,3,3,80,2,6,0,3,2,2,1,2
28,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,260,2,Female,88,3,2,Laboratory Technician,4,Single,3200,24318,5,Y,No,23,3,3,80,3,7,2,3,3,3,2,2
25,No,Travel_Rarely,Sales,22,5,Medical,1,261,1,Male,33,2,3,Sales Representative,1,Married,2372,9239,3,Y,No,21,3,1,80,0,14,0,3,13,7,1,1
53,No,Travel_Rarely,Research & Development,25,4,Medical,1,262,4,Male,45,3,4,Research Scientist,4,Married,5148,21001,2,Y,Yes,24,4,2,80,0,1,2,3,0,0,0,0
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,263,3,Male,77,3,1,Research Scientist,3,Single,9124,22700,4,Y,No,18,3,3,80,2,9,1,2,6,2,0,1
57,No,Travel_Rarely,Research & Development,27,3,Medical,1,264,4,Male,95,3,5,Research Scientist,2,Married,13076,21393,4,Y,No,24,3,1,80,0,9,2,1,6,3,0,1
37,No,Non-Travel,Sales,27,2,Medical,1,265,2,Female,37,3,3,Sales Executive,4,Divorced,2014,15591,4,Y,Yes,24,3,3,80,2,7,2,3,3,1,1,3
52,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,266,1,Male,73,3,3,Laboratory Technician,1,Divorced,8278,24152,2,Y,No,22,4,2,80,0,1,3,3,1,1,1,0
42,Yes,Travel_Rarely,Sales,12,4,Human Resources,1,267,4,Male,50,4,2,Sales Executive,2,Married,5423,20434,2,Y,Yes,16,4,4,80,1,3,2,4,1,1,0,1
52,No,Travel_Rarely,Sales,15,4,Life Sciences,1,268,3,Female,55,3,1,Sales Representative,3,Married,4200,24667,0,Y,No,15,3,1,80,3,19,4,2,15,4,1,1
42,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,269,2,Female,64,3,4,Research Scientist,2,Single,3826,20550,2,Y,Yes,11,3,4,80,0,6,3,2,4,1,1,0
46,Yes,Travel_Rarely,Sales,20,4,Life Sciences,1,270,4,Female,44,1,5,Sales Executive,3,Single,1552,16016,1,Y,No,13,3,4,80,0,3,3,2,2,1,0,2
35,No,Travel_Rarely,Research & Development,22,1,Other,1,271,2,Female,69,2,2,Manufacturing Director,1,Single,7206,13101,3,Y,No,17,3,2,80,1,7,4,1,4,1,0,1
35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,272,2,Female,59,3,1,Manufacturing Director,1,Married,2227,2966,2,Y,No,13,3,1,80,2,7,4,2,7,7,4,2
19,Yes,Travel_Rarely,Research & Development,4,4,Marketing,1,273,1,Female,95,3,1,Research Scientist,1,Divorced,3137,17888,4,Y,No,11,3,4,80,0,4,5,3,1,1,1,0
52,No,Travel_Rarely,Research & Development,13,3,Life Sciences,1,274,2,Male,42,2,2,Laboratory Technician,1,Single,6315,25975,3,Y,No,18,4,2,80,2,5,2,3,4,2,0,4
33,No,Travel_Rarely,Research & Development,13,5,Marketing,1,275,2,Female,30,3,1,Research Scientist,3,Single,1652,24482,2,Y,No,17,4,1,80,1,10,2,3,6,1,1,1
58,Yes,Non-Travel,Research & Development,23,1,Medical,1,276,3,Male,72,2,2,Manufacturing Director,4,Single,2225,24915,4,Y,Yes,15,3,2,80,3,21,1,4,20,6,2,1
53,No,Travel_Rarely,Research & Development,27,4,Life Sciences,1,277,3,Female,57,4,2,Research Scientist,4,Married,10210,14627,1,Y,No,22,3,3,80,1,2,3,3,2,2,1,1
50,No,Travel_Rarely,Research & Development,22,3,Marketing,1,278,4,Male,30,3,3,Manufacturing Director,4,Married,5288,25811,3,Y,No,20,3,2,80,1,7,2,2,3,3,1,2
21,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,279,1,Male,69,3,1,Research Scientist,1,Married,3303,10542,4,Y,No,15,3,4,80,1,7,3,2,3,1,1,2
50,No,Travel_Rarely,Sales,27,4,Other,1,280,1,Male,63,2,2,Sales Representative,3,Single,5300,23395,1,Y,No,16,4,4,80,0,6,2,3,6,6,3,3
31,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,281,1,Male,42,3,2,Research Scientist,1,Married,7344,6126,2,Y,No,17,3,4,80,2,6,3,3,3,2,0,3
38,No,Travel_Frequently,Sales,17,2,Medical,1,282,1,Female,90,2,3,Sales Representative,2,Single,9651,16781,2,Y,No,23,3,3,80,0,9,3,3,5,2,2,5
37,No,Travel_Rarely,Sales,6,4,Marketing,1,283,3,Female,95,3,2,Sales Executive,3,Married,2521,5354,5,Y,No,13,3,4,80,0,13,2,3,10,7,7,3
25,No,Travel_Rarely,Sales,11,2,Life Sciences,1,284,4,Female,33,3,2,Sales Representative,1,Single,2657,9260,4,Y,No,21,4,3,80,1,10,2,4,8,4,0,0
24,No,Travel_Frequently,Research & Development,19,1,Life Sciences,1,285,4,Female,42,2,3,Manufacturing Director,2,Divorced,7079,10979,1,Y,Yes,22,3,4,80,0,4,5,4,4,3,3,3
20,No,Travel_Rarely,Research & Development,16,3,Marketing,1,286,2,Male,65,3,4,Manufacturing Director,4,Married,7217,25920,3,Y,Yes,24,3,3,80,1,15,4,3,13,6,0,0
34,No,Travel_Rarely,Sales,8,4,Technical Degree,1,287,2,Female,90,2,3,Sales Representative,3,Married,2194,15120,3,Y,No,25,3,2,80,1,9,2,3,5,2,0,4
50,No,Travel_Rarely,Research & Development,29,3,Other,1,288,3,Male,87,3,5,Research Scientist,3,Married,2717,22515,2,Y,No,22,3,4,80,0,5,5,4,5,3,3,1
29,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,289,1,Female,44,1,3,Laboratory Technician,1,Married,4375,25679,4,Y,Yes,14,3,3,80,0,4,1,3,0,0,0,0
